text,title
"Taranjeet Singh resigned from his position as President of Twitter India. He was appointed to the position in May 2017. Taranjeet announced his resignation from the position, tweeting incessantly. Krish, President, Revenue Strategy and Operations, Twitter, will now take over. Taranjeet Singh tweeted. Hello, I've had a great four years at Twitter. It's time to move on from Twitter India. He's been a key partner in the company's cell team. He's been instrumental in expanding the company and driving investment. Taranjeet Singh, President, Sales and Marketing, Twitter India. It will be a while before you can see who's online on Twitter. However, these new features of Twitter are now in testing. Jack Dorsey, CEO of the micro-blogging website, shared this tweet to Sara Haider, Product Manager, Twitter.",Taranjit Singh Sandhu has resigned as the president of Twitter India.
"Vadodara, August 28, 2021, Saturday, 37-year-old Ratilal Dalsukhbhai Vasava, a resident of a temple range in Karali village of Dabhoi taluka, asked elderly mother Surajben for money, but the son fractured the iron pipe to the mother, who was furious that the mother said that I don't have money, where will I give it to you?","Vadodara: Son beats up mother for refusing to give him money, breaks down"
The election results announced today show a landslide victory for the Bharatiya Janata Party in Uttar Pradesh and Uttarakhand. Popular singer Lata Mangeshkar was one of the first to be elated by this victory of Prime Minister Modi after demonetisation. Lata Mangeshkar tweeted her congratulations after the BJP's landslide victory. President Amit Shah also joined the party workers in rejoicing at the Bharatiya Janata Party's fiery victory in the Uttar Pradesh and Uttarakhand state legislative assemblies. He described this landslide victory of the party as an ideological victory of the BJP along with corruption-free governance. Union Law Minister Ravi Shankar Prasad said that the BJP's resounding performance in the Uttar Pradesh assembly elections is greater than the BJP's victory in the 2014 Lok Sabha elections. Ravi Shankar Prasad said that the BJP's victory in Uttar Pradesh is like a huge change in Indian politics.,"Lata Mangeshkar is also excited about Modi's victory, the emotions seen in the tweets"
"Deputy Chief Minister Nitin Patel participated in an event to pay tribute to women entrepreneurs at Sayajinagar House in Vadodara. On the occasion, the Deputy Chief Minister said that just like Prime Minister Narendra Modi did a surgical strike to shock Pakistan, he also did a surgical strike by shutting down 500 and 1000 notes to put a brake on black money that was disrupting the country's economy. He said that this decision is crucial for the economic development of the country in the coming days.","Surgical strikes on Pakistan, PM's decision to put brakes on black money: Nitin Patel"
"According to information from sources, samples of several players have been found positive for doping tests. However, it is not yet known whether all these players are competing for the Rio Olympics. These samples include that of Inderjit Singh. However, no official is confirming his name. There are reports that banned steroids have been found in Inderjit's sample.",Inderjeet Singh fails dope test after nursing injury at Rio Olympics
"Condemning the terrorist attack at Anantnag in Kashmir, traders in Valsad, Gujarat, held a special protest. Traders here protested by wearing black clothes at a statue near their shops. Seven passengers who died in the terrorist attack were from Valsad. A total of 32 passengers were injured in this attack. Firing continued. But I was driving the bus: Salim, the driver of Salim's bus, said, it was dark. And suddenly chaos erupted. It was revealed to be a terrorist attack. The shooting continued. I was driving the bus. I got out when I fell under the seat. My boss was able to take the people who were reassuring me to a safe place.",Black-clad traders attacked by terrorists in Valsad
Pakistan has been imposing huge subsidies and water prices under the CPEC project to please its all-weather ally China. But now there is a new revelation. Pakistan has sold several women to China. It has a total of 629 names of women. These documents have been sold as brides to China from different parts of Pakistan. These women have been caught as an auction for Chinese women from different parts of Pakistan. These documents have also been drafted by Pakistani researchers. Exploiting poor people in Pakistan and breaking the network of flesh trade. This is the most reliable statistics of flesh trade from Pakistan to China since 2018. But the government of Pakistan is believed to have stopped government efforts to stop flesh trade since June 2018.,"Pakistan gifted many of its women to please China, a permanent ally, it has been revealed."
"New Delhi: Pakistan's Prime Minister Nawaz Sharif met US Secretary of State John Kerry and sought US help on the tense situation in Kashmir. The Uri attack was planned last November, and who masterminded it. Read on. Sharif sought US help to resolve tensions between India and Pakistan citing human rights violations in Kashmir. Russia's support for India after the Uri attack, Pakistan's statement after scrapping a military study agreement with Pakistan, more than 107 people killed, thousands injured in Kashmir, and gross human rights violations from the government, says the Prime Minister.","Fearing Indian retaliation after the Uri attack, Sharif sought help from John Kerry."
"Surat In Surat, CT and BRTS buses designed on the lines of Arshivad for job seekers are being run in phases. The municipality has started 85 BRTS buses on all 12 routes. In addition, the municipality is running CT buses on three routes and combined on three routes yesterday. The municipality is running BRTS buses on all 12 routes, and as per Covid guidelines, only 60 per cent of the passengers have to be filled. To follow these guidelines, the municipality has started running CT buses on the BRTS route. So far 157 BRTS and 12 electric buses are running on the 12 BRTS route. But to make more bus available to the passengers following the guidelines, it has started operating 85 CT buses on the BRTS route.",85 city buses in BRTS bus to maintain social distancing
"A bus full of devotees met with an accident in Vadodara. 2 passengers travelling in the luxury bus were injured. However, there was no major loss of life. Some people were out on a pilgrimage. Their bus met with an accident in Oz village near Karjan. The luxury bus overturned in Oz village. Devotees travelling in the bus were injured. They were immediately taken to Karjan Hospital for treatment.",The bus was hit by devotees who were out to earn virtue during the high months
A middle-aged woman was reported to have committed suicide in Mehsana. The incident took place on Monday morning at a society on Radhanpur Road in Nelasana town. The 50-year-old woman fainted after spraying kerosene on her body due to mental harassment from her family. The woman died on the spot following the incident. The incident shocked the entire area. The police also reached the spot after receiving information about the incident. The police took further action as a crowd of people gathered and sent the woman's body to the Prime Minister.,Mehsana: 50-year-old woman takes fire bath after drinking kerosene
..............,"A journey of 3,850 nautical miles between storms in a rolling boat"
Another marketing yard fire has been reported in the state. Now a huge fire has broken out in Gondal marketing yard in Rajkot. Thousands of cashew nut bags have been burnt in this fire. Peppers have been burnt in this deadly fire. It has caused a terrible consequence. It has created chaos in the market yard. Firefighters who were trying to contain the fire have also reached the spot and brought the fire under control. Peppers in Gondal market yard have faced the fire and pepper has ignited the marijuana fire. Fire has been ignited to control the fire. Fire has been ignited to control the fire.....................................................................................................................................,"Gondal: Massive fire breaks out at marketing yard, pepper burnt"
"Vadodara, September 16, 2020 The government has decided to close schools and colleges for the time being due to coronavirus. The government has also not allowed private tuition classes to start due to coronavirus. However, speculations are rife that the NM classes at Ghei Kanta Road in Vadodara's Ravpura area are open. Speculations are rife that the manager of the coaching classes has violated the government guidelines by opening the classes. It has been observed that the managers of the coaching classes are also teaching online at present. A student was also seen studying in the class. Meanwhile, the locals have also expressed resentment over the coaching classes being kept open.",Speculations are rife that the coaching class will continue in the Raopura area
"Violent protests over Cauvery waters have paralyzed normal life in Karnataka. Programmes like marriage have been hit particularly hard. A bride walked a few kilometres to reach Tamil Nadu after crossing the Karnataka board as public transport was stopped on Tuesday. A girl named R. Prema from Bangalore is going to get married to a boy living in Tamil Nadu today. Public transport services have been stopped due to the Cauvery dispute, so Prem had to walk several kilometres and resort to private vehicles. Prem is from Bangalore. We had a tough time as transport was stopped. We had to come by bus and auto. While educating people about the stir over Cauvery waters in Karnataka and Tamil Nadu, I want to say only one thing.",Impact of the Kaveri dispute: This bride walked several kilometres to get married
"AHMEDABAD, 24 SEPTEMBER 2020: Congress in-charge of Gujarat Rajeev Satav is returning to Gujarat on Thursday. The important thing is that Rajeev Satav will hold a key meeting with Gujarat Congress leaders as well as officials. This important meeting will discuss the local self-government elections. On the other hand, along with the election discussion, the organization building will also be discussed. According to sources, the Congress in-charge's visit to Gujarat will be considered very important. - Congress in-charge reached Rajiv Satva Airport today. - Local self-government elections will be discussed.","Congress in-charge Rajeev Satav will visit the state again today, and the importance of organisational structure will be discussed."
Accidental Activa driver on University and Dive bridge lost his life due to vehicle falling and hitting rickshaw poles on Dive bridge. Two drivers died in two fatal accident on open roads amidst low traffic in the city........................................................................................................................................................................................................................,Two motorists killed in two accidents on an open road
"New Delhi: The Ghantur Math in Andhra Pradesh, a major chilli producer state, has retained its overall revenue for the past week.",The flow of goods on chilli bases is coming under pressure from rising prices
"Modasa, March 1: Several human lives have been disrupted by the pandemic-causing Palmer virus coronavirus across the world. The victims of the pandemic in the deadly COVID-19 have not survived despite expensive and intensive treatment. The number of deaths due to this dark coronavirus has increased shockingly in the town of Modasa, and the municipality's registration register has recorded an average of 370 deaths in the last five months.","In the last five years, 783 people have died from various causes in the Modasa municipal area."
"According to the ATM industry body The Confederation of ATM Industry (CATMI), ATM service companies will shut down about 1.13 lakh ATMs by March 2019. This includes 1 lakh off-site ATMs and 15,000 white label ATMs. About 2.38 lakh ATMs are still operational in India. According to The Confederation of ATM Industry, the organisation says it is not in the financial interest of running it.",Up to 50% of ATMs in India may be shut down by 2019
- Clerics are allegedly worried about the vote of priests because they play politics about getting the votes of minorities - demanding that the government give up control of temples full of wealth or even worry about temple priests..........................................................................................................................................................................................................................,"Questions to the government: The priests and priestesses are getting paid, what do the priest-servants of small temples do?"
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,The jilted lover survived by strangulating himself at Naranpar village in Jamnagar.
"Cases of physical abuse of women by girls are now increasing day by day in the state. A three-and-a-half-year-old girl from a working family was reported raped in Surat. A three-and-a-half-year-old innocent girl from a working family was raped on Thursday on Pal Gauravapath Road in Adjan. After the girl disappeared in the afternoon from the working family living on the construction site, a bleeding girl on the roof of the adjacent building was found massacred in the early hours of the morning. The girl was taken to the civil hospital for further treatment. The watchman was drowned on suspicion. According to police sources. A new construction site is functioning at Saviyan Circle on Adajan Pal Gauravapath Road.","3-Year-Old Raped In Surat: Watchman Finds Flower-Like Girl Pinky, Bloodied On Roof"
"Surat, India Trade Ceasefire issued by Confederation of All India Traders (CAIT) today demanding simplification of GST received support from various sectors and operations were stopped till afternoon. But support was not received from the textile market. Textile market traders had a lot of trouble with GST, yet workers stayed away from participating in the strike. The main textile market of the city supported the Indian trade cessation from all sectors except today and many participated in the shutdown. Food and bakery traders also kept their shops open today morning and later in the afternoon. Shoes and dry foot vendors closed their shops from morning. CAIT Gujarat Chapter President Pramod Bhagat said that there was a good response from the trade-industry to the total shutdown.","Traders, mostly opposed to GST, will not join the bandh"
"Indians are known to wear expensive jewellery, no matter where they live abroad. The police in Scotland have issued a warning to Indians living in Britain to watch out for Indian tastes. The police have banned Indians from wearing expensive jewellery until Navratri and Diwali. The Scotland Yard police have released a video of a jewellery robbery against an Indian-origin couple in London. The Metropolitan Police have said that wearing expensive jewellery during the festival increases robbery and crime. There have been incidents such as the 1891 robbery of a South Asian origin in London last year. 9 million pounds of jewellery were stolen during that time.","Indians living in UK can't wear expensive jewellery, banned by police"
"Modasa, 8 p.m. Some opium families have been living on the way to Smasha in Malpur village for many years. But some unknown people have threatened to vacate this place. It seems that some people are organizing protests for justice on the complaint that these families should be evicted and sifted out of this place. Some opium families have been living in Malpur village for years, and these families who are being shifted from here have been adapted to the government bedroom by the mechanism of building a roof for a long time. But how many unknown people have touched this place. These families have been threatened to vacate. They have come in big cars. The families, women and men who have been evicted immediately by some elements who have taken mobile photos, have been threatened to leave this place...............................................................................................",Unidentified persons evict Bharatri's family in Malpur village
"- Pathetic condition of Agariyas who cook white salt with black labour and do not get water to drink despite crores of plans - Gujarat accounts for 80% of salt production in India, says Salt Commissioner's Office.......................................................................................................................................................................................................................","Gujarat's salt industry, which provides employment to five lakh people, is' Rambharose '!"
"On Monday, there was a setback for investors, the market was in turmoil. After a slump in early trade, it fell steadily. In recent times, the Sensex has fallen 500 points, the Nifty has fallen 150 points. Currently, the Sensex is down 36,392 points, while the Nifty is trading at 11,005 with 137 points. The banking sector is falling sharply. Coal India, Tata Steel, Samapharma, and Reliance shares are still crashing. Today also the explosion has continued. Experts suggest staying away from financial companies. According to experts. What is behind the huge turmoil in the stock market in the coming 8-10 days?",Sensex surges over 500 points in early trade
"Srinagar, September 1, 2020: After the discovery of a tunnel at the Pakistan border in Jammu and Kashmir on Tuesday, a large number of terrorists are searching in the surrounding areas. Amid this situation, the army has identified two hideouts of terrorists in Baramulla. A similar hideout has also been found in Poonch. The army has also identified two hideouts of terrorists near the LoC in Baramulla district. Heavy explosives and hits have been detected. These hits have been infiltrated into Kashmir by Pakistan and its terrorist organizations. The army is yet to report some illegal encounters in the Rampur sector of Baramulla district.",Huge cache of Pak-China arms recovered in Kashmir
"Vadodara, Oct 5: I am vigilance investigation.","I'm a vigilance informer, I'll suspend you."
The family of those who died in Ahmedabad Civil Hospital is not even coming for funerals abroad due to the fear of coronavirus! The 16 Covid patients who died in the first and second wave in Ahmedabad Civil Hospital have also adversely affected humanity and emotions.,The families of 16 Covid victims survived but no one came to take the body.
"(PTI) Dantewada, June 30: Sixteen naxalites have surrendered to police and CRPF officials in Chhattisgarh's Dantewada district, officials said in a statement.",16 Naxals surrender in Chhattisgarh's Dantewada
Vadodara: A middle-aged man living in Akota area has filed a rape complaint against a woman at Jaypee Road police station for raping him.,A middle-aged man from Akota allegedly threatened and raped the woman
"Air Force Chief Air Chief Marshal BS Dhanoa made a big announcement about Rafale. Media reports say that the technology was in India's favour in the Balakot airstrike and if the Rafale fighter jets were found at that time, the result would be in the country's favour. BS Dhanoa made this announcement while addressing a seminar on future aerospace power and technology.","The Air Force chief said that if there had been a Rafale at that time, the Balakot strike would have had a different outcome."
"India has now also fared poorly in terms of corruption, slipping 10 places in the Davos Democracy Index. Statistics show that as we have become less democratic, we have become more corrupt. India ranks 80th out of 180 countries in the Corruption Perception Index (CPI). Transparency International released this report at the World Economic Forum meeting in Davos. The report highlights the pervasiveness of corruption in the public sector in 180 countries.",India ranks 80th in corruption rankings
"People around Sushant Singh Rajput were first on the radar of the CBI which was investigating Sushant Singh Rajput's death. In this sequence, the CBI first questioned Sushant's close friends like Siddharth Pithani, cook Neeraj and staff Dipesh Sawant. But according to sources, the statements of these people do not match. Now some WhatsApp chats have come from Sushant's staff Dipesh Sawant, that is also shocking news. The difference between Dipesh's statement and WhatsApp chat.",Dipesh hiding the secret of Sushant's death? SSR messaged this person at the time of death itself
"Unjha, January 08, 2021, The Unjha court has dismissed the bail plea of default bail of Sanjay Peter, a former corporator of Unjha municipality, who is serving a sentence of being one of the two accused convicted in a robbery case worth Rs 1.33 crore for the murder of Kadwa Patidar Yuva Morcha president Dhama Milan in Unjha.",Ex-corporator's bail plea rejected in Dhama Milan murder case
"New Delhi, Dec 23: Ian Jones, a British national working in India, is getting excellent and pleasant relief from one disease after another. Ian Jones was first infected with malaria and recovered, where he suffered from dengue and then corona. Even after his recovery, he suffered from cobra bites, one of the most venomous snakes in the world.","A British citizen living in India was saved from Malaria, Dengue, Corona and later Sarpanch!"
"New Delhi: Ank Manohar has resigned as the Chairman of the International Cricket Council. Last year he resigned as the Chairman of the BCCI. He was unanimously elected for a two-year term in the ICC. However, he resigned within a year, after which many arguments arose. He sent his resignation to ICC CEO David Richardson. Dear David, he said that he resigned due to personal reasons last year. I was unanimously elected and became the first independent chairman of the ICC. I have always tried to give my best in all board decisions and tried to be fair. Although I did not have the opportunity to be the chairman of the ICC due to personal reasons, I am resigning as the chairman immediately.",Shashank Manohar resigns as ICC chairman
"With the water level in the Narmada dam receding, security has been increased from the Narmada main canal to Kevadiya and from the Saurashtra region of North Gujarat to Kutch. SRP jawans continued to patrol vehicles in the main canal area for 24 hours. The government described it as controversial to stop providing water to farmers because of the low water level in the Narmada dam.",A team of SRP personnel set out for the iron defences of the main canal.
"Two pilots of 108 ambulance were found unconscious near Parwat Patia. They were shifted to 108 Civil Hospital for treatment. Investigation revealed that two pilots had consumed phenyl here. Rajesh M. Gamit (U30), Mahesh Chauhan (U28) and Durgesh Parmar were called to Ahmedabad. Three pilots were called to be transferred. Durgesh replied after questioning them. Both Rajesh and Mahesh were terminated when they did not respond. Durgesh was sacked from his job when he reached Surat today. Both Mahesh and Rajesh were not called for work. Rajesh Gamit attempted suicide. A suicide note was found from Rajesh Gamit.","In Surat, two pilots of flight 108 were found to have consumed phenyl and a suicide note was also found"
"Viramgam: Out of 36 seats in Viramgam Municipality, BJP's total panels won in 9 wards 1,6,7 and 8 seats, while three BJP candidates won 22 seats in wards no. 2 and 3.","In Viramgam municipality, the BJP won 22 out of 36 seats."
"New Delhi: On Tuesday, December 29, 2020, a meeting between the Reserve Bank and the Ministry of Finance suggested that the enthusiasm shown by banks to provide various crops during the recently completed festive season should be continued two to three times more.","Despite several incentives, small industries have refrained from taking new bank loans."
"- Today is World Haemophilia Day - shortage for the last two months, 40 patients are waiting at Factor-9: 500 people are suffering from this disease in Surat. On 17 April, World Haemophilia Day is celebrated in Surat amid the coronavirus outbreak.","Factor-9, which is useful for hemophilia patients, is also missing in the new civil"
"Campaigning for the second phase of elections in Gujarat began on Friday. Congress Vice President Rahul Gandhi is scheduled to stay in Gujarat till December 12. Prime Minister Narendra Modi will also address an election rally in his home town Vadnagar. Rahul Gandhi has become a topic of discussion with his fake Aadat. On reaching the airport from Delhi to Gujarat, he stood like any other passenger to enter the plane. Rahul Gandhi left for Gujarat today to wish his mother Sonia Gandhi on her birthday. On Friday, Rahul Gandhi addressed an election meeting at Bhabhar in Banaskantha district.","Rahul Gandhi stood in line, find out why"
Ahmedabad.............................................,Shares of consumer electric companies saw heavy buying
"Mehsana, Dec 12: Coronavirus infection has spread in Mehsana district since a fortnight. People are confused as 100 positive cases are being reported every day. On the other hand, coronavirus patients who seem to be roaming uncontrollably due to lack of control............................................................................................................................................................................................................",Mehsana: Coronavirus patients at risk of exiting due to lack of control
"A picture of a magnificent 18th-century Naib painting in Kangra style starts in Britain for Rs 50 million. This rare painting was created by a painter Nainsukh, who lives in Guler village in Dehra tehsil. Britain Museum sells this painting. At present this painting belongs to a person from Britain, a famous person from London in his auction, this painting is ready to be bought from the museum for at least £550,000. If this painting bids more, someone else will be given a Naib painting. Padma Shri Vijay Sharma said. This painting is very rare. This painting is made of natural mineral colours on Sialkoti paper. This painting does not showcase traditional music in central India. Different artists from seven villages are standing in this painting........................................................................................................",Rare 18th century Kangra painting sells for 50 million in Britain
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,Penalties for entrepreneurs in the carbon business due to low-quality lignite
"New Delhi: On Saturday, January 2, 2020, a bill condemning China's aggressive stance against India was passed in the US Congress. The bill has now become law. Congress has given its seal of approval to the $740 billion defense policy bill and also rejected President Donald Trump's veto. The bill includes a proposal to criticize China's aggressive stance towards India in the Ladakh front. The bill has now been legalized as the National Defense Authorization Act. China has also proposed to remove China's aggressive stance against India on the Line of Actual Control. Democratic and Republican MLAs in Congress have approved the bill. Trump is against the bill. Some provisions may threaten US national security, but Trump has rejected the objections.",The bill was passed by the US Congress criticizing China's aggressive stance towards India.
"Surat, November 24, 2020 On Tuesday, the Mayor of Surat also recovered. Surat Mayor Dr. Jagdish Patel also tested positive during his recovery.",Surat Mayor Dr Jagdish Patel has tested positive for coronavirus.
"Ashwini Kumar of Varachha robbed a Rajasthani family on their way to worship along the Tapi river. 6 - 7 men, who turned out to be businessmen, and his brother, fled after looting cash, Rs 20,000 and 3 mobiles from Vevai. Police sources said Mukeshbhai was a Jawaharbhai Purohit (ઉ.વ.59, originally from Rajasthan) cloth merchant living in Kailashnagar, Parwat Patia. He had a shop in Surat Textile Market. Just yesterday, Mukeshbhai along with his brother Prakashbhai and Vei Makanaram, Ashwini Kumar complained to the police about an attack along the Tapi river.","A Rajasthani family was robbed when they went for a midnight puja at Tapi beach in Surat, the bride is the victim"
"Modasa, September 22, 2020: Rainfall occurred in various parts of the state since last week as the Meghraj royal ride suddenly resumed amid the possibility of monsoon departure from the state on Tuesday. There was a sudden change in the weather of Aravalli district on Tuesday evening. Heavy rain occurred amidst thick clouds in the Tintoy area including Shamlaji in the district. The walls were pulled down on the heads of the farmers due to fears of damage to the monsoon crops by further rainfall in the district now. Rainfall was predicted in some parts of the state by the meteorological department. Amid these predictions, the weather of Aravalli district suddenly changed on Tuesday evening. Heavy rain occurred in the northeast region of the district including heavy clouds and Shamlaji in Tintoy area.","The Tintoi area, including Shamlaji, received heavy rainfall."
"Vadodara: Angry women finally taught her a lesson for harassing middle-aged extramarital women in a society in Ajvarod area for quite some time. About 50 years of married women living with family in Ajvarod area society were harassed. Initially, his movements were not taken seriously. But often such incidents started happening. The women got angry. The middle-aged man passed lewd comments on women passing by his house. Sometimes he wrote a letter and threw it at the woman. Sometimes he chased the woman. The perverted-minded man sometimes walked around naked. He made lewd gestures at women. He also got angry at the women accompanying the husband. Finally, the women sought help for shelter and counselled the middle-aged man and his family.",A middle-aged married man has been taught a lesson for committing atrocities against women living in the Ajwa Road society
South African captain Faf du Plessis was very upset with his own players after losing to India in the first ODI in Durban. Du Plessis was very upset with his own players after the brilliant innings of Indian captain Virat Kohli and Ajinkya Rahane. Du Plessis said that he was very upset with the performance of his batsmen. Du Plessis said that South African captain Du Plessis made sure that the coach did not bat enough for the boundary. I think this score was not enough. Chris had a good partnership but I was disappointed with the performance of the batsmen.,Du Plessis lashes out at his own players after ODI loss
"Sometimes the suspicion is too much for any love and the consequences are also very painful. A similar incident happened in Nagpur, Maharashtra. Here a lover killed his girlfriend. The reason behind the murder is the suspicious nature of the lover. Police have arrested the lover responsible for the murder. It is said that the girl was only a 19-year-old girl in this case. The girl wanted to go ahead and become a model. Her name is Khushi Parihar. She lives with her 28-year-old friend Ashraf Sheikh. She looked happy at a local fashion show. On July 28, the police approached the Nagpur police.","A young man's dreams of becoming a model come true, as does a lover."
"Purchases have started at Civil Supply Corporation godowns in four tehsils, which were suspended due to the coronavirus and the cyclone: A total of 1,561 farmers have registered..............................................................................................................................................................................................................................","A month later, the repurchase of wheat at support prices began in Gandhinagar."
"Mehsana, 27th. Negligence towards documents is a penalty of lakhs of rupees under the Documents Act. During the coronavirus lockdown alone, RTO collected a fine of < ID 2 > lakhs in the month of April. Those who drive but do not have a license have to pay < ID 1 > lakhs from January to March. Also in the last four months, more than 1.53 crores have been paid under the Motor Vehicle Act. The Regional Transport Office has fined driving licenses, PUCs, and uninsured drivers related to revenue vehicles in lakhs. The total fine for violating masks from January to March 2020 is < ID 3 lakhs.",Fine of ₹1 lakh from unlicensed drivers
"Ahmedabad Police cracked down on hooligans and arrested hooligans. DG Vigilance cracked down on hooligans in Madhupura area of Ahmedabad. Vigilance team caught 22 gamblers red-handed gambling. DG Vigilance team raided notorious Hussain gambling den in Ahmedabad. Late on Wednesday, 22 youths were arrested when they raided running gambling dens in Madhupura area. Late on Wednesday, the state monitoring cell raided notorious Hussain gambling dens. Gamblers arrested 22 gamblers. Police recovered a total of < ID.1 case from gamblers, which included 21 phones, 4 vehicles and 13 mobile phones.","Ahmedabad: Gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling, gambling,"
