text,title
"Taranjit Singh, President of Twitter India, resigned from his position. He was appointed to this position in May 2017. Taranjit announced his resignation in a series of tweets. Krish, Head of Revenue Strategy and Operations, Twitter, will now take over. Taranjit Singh tweeted, Hello, I have had a great four years with Twitter. It's time to move on from Twitter India. He has been an important part of the company's sales team. He was instrumental in building the company and driving investments. Taranjit Singh, Head of Twitter Sales India and Marketing, India. The day is not far when you will be able to see who is online on Twitter. However, these new Twitter features will take some time to roll out. However, they are currently being tested. Jack Dorsey, CEO of micro-blogging website Twitter, shared this tweet to Sara Haider, Product Manager, Twitter. Two screenshots of the new features will be shared in this tweet.",Twitter India chief Taranjit Singh Sandhu resigns
"Vadodara, 28 August 2021, Saturday Ratilal Dalsukhbhai Vasava, 37, a resident of Karali village in Dabhoi taluka, demanded money from his elderly mother Surajben, but the mother did not have money.",Vadodara: Son stabs mother to death for refusing to give him money
The election results announced today show a landslide victory for the Bharatiya Janata Party in Uttar Pradesh and Uttarakhand. Popular singer Lata Mangeshkar is among those who are happy with the post-demonetisation success of Prime Minister Modi. Lata Mangeshkar's tweet congratulating the BJP on its resounding victory is heartening. BJP chief Amit Shah has joined party workers in rejoicing over the party's resounding victory in the Uttar Pradesh and Uttarakhand state assemblies. He has called the party's landslide victory a victory for corruption-free governance and the BJP's ideology. Union Law Minister Ravi Shankar Prasad has said that the BJP's landslide victory in the Uttar Pradesh assembly elections is grander than the BJP's victory in the 2014 Lok Sabha elections. Ravi Shankar Prasad has said that the BJP's victory in the state of Uttar Pradesh is a paradigm shift in Indian politics. This victory is bigger than our victory in 2014. Uttar Pradesh is considered a laboratory of India and the BJP's super victory here is a testament to Prime Minister Modi's vision.,"Lata Mangeshkar also came excited by Modi's victory, the feeling in the tweet"
Deputy Chief Minister Nitin Patel attended a felicitation programme for women entrepreneurs at Sayajinagar House in Vadodara.,"Surgical strikes on Pakistan, PM's decision to put brakes on black money: Nitin Patel"
"According to sources, samples of several players have tested positive for doping. However, it is not yet known whether all these players are in the race for the Rio Olympics. These samples included Inderjeet Singh's sample. However, no official is confirming his name. There are reports that a banned steroid was found in Inderjeet's sample. Sources have revealed that The National Anti-Doping Agency has written a letter to the Athletics Federation regarding the failed doping test of one Inderjeet Singh. Inderjeet is a gold medalist of the Asian Championships, Asian Grand Prix and the World University Games last year. More importantly, he was the first Indian athlete to qualify for the Rio Olympics. Inderjeet was constantly on the run. Dope test sources also reveal that Inderjeet was constantly asked by the NADA to test for the drug. Inderjeet's president of the Athletics Federation, Sumariwalla, has also given statements that Inderjeet could have made such a statement.","After Narsingh, Inderjeet Singh fails dope test for Rio Olympics"
"Condemning the terrorist attack in Anantnag, Kashmir, the traders of Valsad, Gujarat have protested in a unique way. The traders have protested by wearing black clothes to the statue near their shops. It is noteworthy that the seven passengers who died in the terrorist attack were residents of Valsad. A total of 32 passengers were injured in this attack. The bullets kept going but I kept driving the bus: Salim, the driver of the Salim bus. It was dark. And suddenly it started firing indiscriminately. So it was known that it was a terrorist attack. The bullets kept going but I kept driving the bus. I survived by getting down from the seat. My boss was able to take people who gave me courage. Vijay Rupani paid tributes to the Amarnath Yatris who have been brought to Surat Airport. Chief Minister Vijay Rupani was present at Surat Airport to pay tribute to the dead and ask for information about the injured. Rupani said that seven dead bodies were brought to the site of the terrorist attack, while the driver of the Arramnath Air Force special aircraft with 19 injured passengers announced an aid of 2 lakh rupees to the families of the dead passengers.","Unique protest against terror attack in Valsad, traders wear black clothes to the statue"
"To appease its all-weather friend China, Pakistan has been offering huge tax breaks and land at throwaway prices under the CPEC project. But now there is a new revelation. In this case, Pakistan has sold many women to China. In this case, only two cities of Pakistan, Faisalabad and Lahore, Pakistan has sold many women to China. This has been revealed in bulk documents. These documents have the names of a total of 629 women. These women have been sold as brides to Chinese people from different parts of Pakistan. These women have been sexually exploited by poor people in Pakistan. The investigators are working to break the network of sex trade. These are the most reliable statistics of sex trade from Pakistan to China since 2018. But the Pakistani government stopped the government's efforts to stop sex trade since June 2018. It is believed that these efforts have caused Pakistan to lose so much economic benefit. In this case only two cities of East Punjab Province, Faisalabad and Lahore, Pakistan have been sent to Pakistan. The official said that the largest number of traffickers in Pakistan is about 10 million. These women have been threatened by Chinese sex traffickers. After the investigators refused to investigate the sex trade network from Pakistan to China since 2018.","Pakistan gifted a number of its women to please all-weather friend China, it has been revealed"
"New Delhi: Pakistan is divided over the manner in which India is responding to terrorists after the Uri attack. Pakistani Prime Minister Nawaz Sharif has met US Secretary of State John Kerry and sought US help over the tense situation in Kashmir. The Uri attack was planned last November. Who is the mastermind? Click to read Sharif has sought US help to defuse the tense situation between India and Pakistan by raising the issue of alleged human rights violations in Kashmir. Russia's support for India after the Uri attack, cancelling a military exercise agreement with Pakistan. Pakistan's statement after the meeting said the prime minister said that more than 107 people have been killed in Kashmir. Thousands are injured and gross human rights violations are being committed by the government. Uri attack: India will respond with brickbats. Sharif told Kerry that he remembered President Bill Clinton's promise so far to help resolve disputes and bilateral issues between the US, Pakistan and India.","Frightened by India's retaliation after Uri attack, Sharif seeks John Kerry's help"
"Surat City and BRTS buses, which have become a blessing for the job seekers of Surat Surat, are being run in phases. The municipality has started 85 BRTS buses on all 12 routes. In addition, the municipality has run city buses on three routes till yesterday and three routes today. The municipality is running BRTS buses on a total of 12 routes. Only 60 percent of the passengers have to be filled as per the Covid guidelines. To comply with this guideline, the municipality has started running city buses on BRTS routes. 157 BRTS and 12 electric buses were running on 12 BRTS routes so far. But to comply with the guidelines and make the buses more accessible to the passengers, 85 city buses have started running on BRTS routes. Due to which the number of passengers has not increased despite the bus being more. There are 254 buses running on BRTS routes. As many as 50,000 passengers started traveling yesterday, after BSRT buses, the municipality has started three city bus services on three transit routes.",85 city buses operated to maintain social distance in BRTS buses
"In Vadodara, a bus full of pilgrims met with an accident in Karjan. As many as 2 passengers in the luxury bus were injured. However, there were no major casualties. According to the information, some pilgrims were on a trip for the current Adhik Maas. Their bus met with an accident in Oj village near Karjan. The luxury bus overturned in Oj village. The passengers in the bus were injured. The passengers suffered minor injuries. They were immediately taken to Karjan Hospital for treatment. All these devotees had come to the Adhik Maas fair.",Bus carrying devotees meets with accident
A middle-aged woman in Mehsana allegedly committed suicide by setting herself ablaze at a society on Radhanpur Road in Mehsana city on Monday morning.,Mehsana: 50-year-old woman sets herself on fire after pouring kerosene
"Porbandar. Launched on 21st October last by Indian Army personnel from Haldia, the sailing expedition ""Around the Indian Peninsula"" was completed on 1st December at Porbandar after a period of 41 days. The expedition consisted of personnel from Electronics and Mechanical Engineer Wing of the Army. Various activities are undertaken by the Indian Army personnel including marathons, cycling and biking. Thus to promote the spirit of adventure and to create awareness about the increasing pollution in the ocean by collecting samples of polluted water from the sea and to spread awareness about the increasing pollution in the ocean, a 44 feet long German built S V Fra was launched on 21st October last from Haldia near Kolkata. A team of 53 personnel joined the expedition. These 53 personnel included 27 officers, 6 juniors and 20 other officers including five women officers. The expedition covered a distance of about 40 miles from Visakhapatnam, Chennai, Trivandrum, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa, Goa","A 3,850 nautical mile voyage amidst storms in a sailing boat"
"Another incident of fire in the marketing yard has taken place in the state. Now a huge fire has broken out in Gondal marketing yard in Rajkot. Thousands of bags of chilli were stocked in the marketing yard which caught fire. This terrible fire has burnt down the chilli bales. This terrible fire has taken a terrible turn. This has created an atmosphere of chaos in the market yard. Efforts are being made to control the fire. A fire brigade team reached the spot after learning about the incident and has started the operation to control the fire. In Gondal market yard, chilli bales caught fire and chilli bales were burnt down. The fire brigade team has reached the spot and an elephant has been engaged to control the fire. The market yard will compensate the farmers for the loss. According to Atulbhai, the president of the traders' association, in the current season, due to any reason for keeping the chilli bales in the open, a short circuit of chilli bales has been found to be the cause of fire in the market. It is estimated that the farmer has suffered a loss of 2 lakh rupees.","Gondal: Massive fire breaks out at marketing yard, chilli bales gutted"
"Vadodara, 16th September, Wednesday, 2020 Due to Corona, the government has decided to keep the schools and colleges closed for the time being. The government has not even given permission to start private tuition classes. Despite this, today there was a buzz that the NM Class located on Ghi Kanta Road in Raopura area of Vadodara was seen open. The manager of the coaching class violated the government's guidelines by opening the class. At present, the managers of the coaching class are also teaching online. A student was also seen studying in the class. Meanwhile, the local people also expressed their displeasure against the coaching class being open. The student who came to the class said that seven to eight other students like me are coming to study. Meanwhile, the administrator said that the board supplementary examination is going to be held on 25 September. In this regard, 6 to seven students have come for guidance. My class is closed as per the rest of the government's guidelines. I am giving online education to the students who came today.",Confusion prevails over continuation of coaching class in Raopura area
"The violent protests in Karnataka over Cauvery water have brought normal life to a standstill, especially for events like weddings. On Tuesday, public transport was shut. A bride walked several kilometres across the Karnataka board to reach Vaniyambadi in Tamil Nadu. This girl, R Prema, from Bengaluru, is getting married to a boy from Tamil Nadu today. Public transport services were closed due to the Cauvery dispute, so we had to walk for several kilometres in private cars. Prema said I was coming from Bengaluru. We had to travel through many difficulties. Transport facilities were closed. We had to come by bus and auto. The unrest in Karnataka and Tamil Nadu over Cauvery water taught people the same thing, that we have to understand that we are all Indians. It is not fair that both states are suffering. Prema said that the wedding was on my mind, that 600 people had come to the wedding with only love cards and 20 wedding gifts.",Cauvery dispute fallout: This bride walked several kilometres to get married
"Ahmedabad, 24th September 2020, Thursday Congress in-charge of Gujarat Rajeev Satav is visiting Gujarat again today. It is worth mentioning that Rajeev Satav will hold an important meeting with Gujarat Congress leaders and office bearers. It is noteworthy that this important meeting will discuss the local body elections. On the other hand, along with the discussion of the elections, the organization structure will also be discussed. According to the source, the Congress in-charge's visit to Gujarat is being considered very important. Congress in-charge arrived at Rajiv Satav Airport in Gujarat today. There will be discussions about the local body elections - the organization structure will also be discussed - Rajeev Satav's Gujarat visit is very important.","Congress in-charge Rajiv Satav is visiting the state again today, the importance of the organizational structure will be discussed"
"Accident at University and Gota Bridge Driver's vehicle slips and collides with a rickshaw pole on Gota Bridge Ahmedabad: Two motorists have lost their lives in two fatal accidents on open roads amid low traffic in the city. The driver of the Activa slipped near the University Convention Center and his driver died when the rickshaw collided with the pole on Gota Bridge. Chandubhai Keshavlal Nayi (UW55), a resident of Krishnadham Oda, Vejalpur, left the Activa with the Activa on the evening of 11th. Chandubhai's Activa slipped while passing by the University Convention Center. Chandubhai, who was injured in the head, was taken to Sola Civil Hospital for treatment where he died on the night of 12th. Traffic A Division police have registered a case. Gopalbhai Mahendrabhai Pandya, a resident of New Shahalam, was taking an auto rickshaw for hire when the auto rickshaw went off the road. Haribhai D. Vishwakarma, a resident of Civil Hospital, lost control of the auto rickshaw.",Two motorists killed in two accidents on open road
"New Delhi: Gantur station in Andhra Pradesh, a major producer of chillies, continued to report overall arrivals last week. However, the increase in arrivals was in the order of Rs 9,000 to Rs 10,500 per quintal. Further, arrivals at Gantur station were reported to be in the order of Rs 12,000 to Rs 12,000 per quintal, according to market sources. The arrivals of 334 quality items at the station were in the order of Rs 8,500 to Rs 9,100 per quintal. Similarly, retail sales of Teja variety were down by Rs 400 to Rs 500 per quintal, Rs 8,500 to Rs 9,600 per quintal for Khammam variety and Rs 500 per quintal for Khammam variety. The arrivals at Gantur station were reported to be in the order of Rs 10,000 to Rs 45,500 per quintal, as against an estimated daily turnover of Rs 10,000 to Rs 10,000 per quintal, according to market sources.",Chilli units under pressure from rising inventory
"Modasa, Dec 1: As many as 650 human lives have been lost to the pandemic-causing Palmer virus corona worldwide in the last five months. 700 people have been infected in Aravalli district since the 68-day lockdown was announced on June 1 last year. As many as 700 people have been infected with the deadly COVID-19 disease in the last 24 hours. 120 positive cases have been reported in the last 68 days in the district. The number of deaths due to the epidemic corona in Modasa city has increased dramatically. Most of the deaths due to this chronic corona have occurred in the last 10 months. The corona virus, which spread around the world from Wuhan, China, has also claimed the lives of 438 people. This is the highest number of deaths due to corona in a single month in the last 13 months. The corona virus, which entered the country from Kerala last year, has claimed 91 lakh lives today. Aravalli district has recorded 69 deaths in the last 25 days after the 68-day lockdown. The average number of corona positive cases in the last 68 days in the district, while the number of cases in the last 68 days in the district, has risen to 31, while the average number of deaths from 30 in the month of May","In the Modasa municipal area, 783 people died of various causes in the last five months."
"According to the ATM industry body, The Confederation of ATM Industry (CATMi), about 1.13 lakh ATMs will be closed by ATM service companies by March 2019. There are 1 lakh off-site ATMs and 15,000 white label ATMs. There are still about 2.38 lakh ATMs operating in India. According to The Confederation of ATM Industry, it is not in the economic interest to run them. The organization said that if this happens, the government's financial inclusion plans may suffer a demonetisation-like situation.",Up to 50% of ATMs in India could be shut down by 2019
"- Allegations of worrying about the votes of clerics and priests to politicize the votes of minorities - Demand that the government should give up the possession of temples full of money or worry about the priests of the temples. Swami Jitendranand Saraswati, General Secretary of Akhil Bharatiya Sant Samiti, on Saturday, June 5, 2021, in Varanasi, alleged that the priests and servants of small temples have been neglected in the politics of the vote of the minorities. He said that during the Corona period, the clerics and priests are getting their salaries but the condition of the priests and servants of the country is not good. Saraswati, the monasteries and small temples across the country are closed. The big temples are in the possession of the government. Under these circumstances, the government should answer that how the priests and servants of these small monasteries and temples feed themselves and their families. If the priests and servants of these small monasteries and temples do not come to the temple, then what should the priests and servants do?","Question to the government: Maulavis and priests are getting salaries, what should the priests-servants of small temples do?"
"A 17-year-old girl and a 22-year-old youth committed suicide by hanging themselves from a tree in the Seem area of Naranpar village near Jamnagar on Thursday, March 4, 2021.",A love bird ended its life by hanging in Naranpar village of Jamnagar.
"Cases of physical abuse of children to women are increasing day by day in the state. A three-and-a-half-year-old child of a labourer family has been found raped in Surat. The rape of a three-and-a-half-year-old child of a labourer family on Pal Gauravpath Road in Adajan on Thursday created a stir in the area. After the child of a labourer family living on a construction site went missing in the afternoon, the girl was found lying in a pool of blood on the roof of the adjacent building in the evening. Preliminary investigation has revealed that the watchman of the building itself was beaten up. The child was shifted to the civil hospital for further treatment. While the watchman was taken away on suspicion, sources said. According to police sources, a new construction site is being traced at Sevian Circle on Adajan Pal Gauravpath Road. A three-and-a-half-year-old child of a labourer family living on this building site went missing after 2 pm on Thursday. After the child suddenly disappeared from the construction site, the family was found dead on the roof of the building in the evening. The police shifted the CCTV camera to the nearby civil hospital for further investigation","3-year-old girl raped in Surat, watchman finds her lying in pool of blood on rooftop"
"Surat: Today's Bharat Vyapar Bandh call given by the Confederation of All India Traders (CAIT) demanding simplification in GST received support from various quarters and the business was closed till afternoon. However, the textile market was not affected by the announcement of Labour Union, Temperature Drivers and Truck-Transporters. The worst hit by GST are the traders of the textile market. The main textile market of the city. Apart from this, the Bharat Vyapar Vyapar Bandh received support from all other sectors and joined the bandh in large numbers. Food and bakery traders kept their shops open in the morning and closed in the afternoon. Shoe and dry foot sellers kept their shops closed from the morning. Overall, the bandh did not get a good response from the trade-industry, said Pramod Bhagat, President of the Gujarat Chapter of CAIT. The textile market was not included in the bandh. However, the textile market of the textile market was not affected by the announcement of Labour Union, Temperature Drivers and Truck-Transporters.",Traders most opposed to GST not to join trade bandh
Indians are known to wear expensive jewellery no matter where they live abroad. Scotland Police have issued a warning for Indians living in the UK. Police have banned Indians from wearing expensive jewellery until Navratri and Diwali. Scotland Yard Police released a video of a jewellery robbery involving an Indian-origin couple in London. The Metropolitan Police said Indians should not wear jewellery as wearing expensive jewellery during festivals increases robberies and crime. Police said there have been 1891 incidents of robberies involving people of South Asian origin in London in the past year. Jewellery worth nine million pounds was stolen at the time. Britain's largest police force advises people to be vigilant during festivals.,"Indians living in the UK will not be able to wear expensive jewelry, police banned"
"Modasa, Dt. 8 Some poor families have been living on the way to the crematorium in Malpur village for years. But some unknown people have threatened to vacate this place. It seems that these families are going to be evicted from this place and are going to stage a sit-in protest demanding justice. Some poor families have been living in Malpur village for years. These families have been shifted from here. These families have been given a government shelter by the roofing system of late. But the unknown people who have occupied this place have been threatening to evict these families. Men, including women, who came in large cars, are threatening to vacate this place and leave this place by some mobile phone-photographing elements.",Unidentified men remove Bharthari family's hut in Malpur village
"Gandhis salt satyagraha to save the salt industry is the third country in the world and 80% of salt production in the country. About half a million people are employed in this industry. Despite the government's plans to provide 8 tons of salt at the government level, Gujarat has not been able to stop the production of salt in the state. Despite the fact that 80 percent of salt production has been stopped in Gujarat, the government of Gujarat has not been able to stop the production of salt in the state. Despite the fact that 80 percent of salt production in Gujarat is in the state of Gujarat. Despite the fact that 80 percent of salt production is in the state of Gujarat. The government of Gujarat has been deprived of eight tons of salt at the government level of housing. Gujarat has started the production of salt at the government level. Gujarat has started the production of eight tons of salt at the government level. Out of this, 80 percent of salt production in the country, 80 percent of salt production is from Jaipur, 110 months, the salt commissioner's office is from the land of Gujarat, 110 months, the salt industry is from the land of Gujarat, 110 months, the salt production is from the historical date of the historic Dandikuch","Gujarat's sweet industry 'Rambharose', which provides employment to five lakh people!"
"Monday has come as a shock to investors. The market has become noisy. After the initial hiccups, there was a continuous decline in the stock market. At one time, the Sensex fell 500 points, while the Nifty fell 150 points. At present, the Sensex is trading at 36,392 with a loss of 448.5 points, and the Nifty is trading at 11,005 with a loss of 137 points. The banking sector is showing a huge decline. Coal India, Tata Steel, Samma Pharma, Reliance stocks have collapsed. Experts advise to stay away from financial companies. Experts believe that there will be a huge turmoil in the stock market in the coming 8-10 days. What is the reason behind the huge turmoil in the stock market? The sell-off and turmoil in the stock market is being considered as the main reason. Except for IT stocks and tech, the realty, auto, bank, finance, telecom, health care stocks are not being sold. After this, the RBI said that the stock market is not in a bad shape.",Sensex plunges over 500 points in early trade
"Srinagar, September 1, 2020: After the discovery of a tunnel along the Pakistan border in Jammu and Kashmir on Tuesday, a massive search operation is underway in the surrounding areas. Meanwhile, the army has found two hideouts of terrorists in Baramulla. A similar hideout was also found in Poonch. The army has found two hideouts of terrorists near the LoC in Baramulla district during which a large quantity of explosive materials and hand grenades have been recovered. These hand grenades were smuggled into Kashmir by Pakistan and its terrorist organizations. The army was informed of some illegal activities in the Rampur sector of Baramulla district. Investigations have revealed that attempts were made by Pakistan to transport weapons from the border so that the terrorists operating here could use these weapons for anti-India activities. Five AK-47 rifles, 1254 rounds, six pistols, 22 grenades, radio sets, etc. were found in the seized hideouts while in Poonch too, a large quantity of Chinese-made hand grenade sets, five Chinese-made pistols, five magazines and four magazines were recovered.",Huge cache of Pak-China arms recovered in Kashmir
"Vadodara, Dt. 5th October, Monday, near Valavav Chowk in Desar taluka, police have detained an Activa driver who threatened the police that I am a vigilance informer, I will get you suspended. The details of this are that the staff of Desar police station was checking the vehicle near Valavav Chowk last evening, when a red Activa scooter without a number was coming from Varsada. When the police stopped it and gave the driver a helmet and a memo about the license, the driver Navghan Kalubhai Bharwad (Rahe. Varsada Ta. Desar) got agitated and started abusing the police. Navghan threatened the police that you stop me, why do you give me the memo, do not know me, I will remove your clothes, I am a vigilance informer, anywhere in your area and suspend the police after filing a case. The nine people shouted loudly and finally filed a complaint against the police.","I am a vigilance informer, I will get you suspended."
"Families of those who died in the Ahmedabad Civil Hospital were not allowed to come abroad for the last rites. Ahmedabad: Corona has also adversely affected humanity and emotions. During the first and second waves of the Ahmedabad Civil Hospital, there were 16 Covid patients whose families did not come for the last rites or to receive the bodies. Despite the family not coming to receive the bodies for any reason, the hospital did not follow the proper procedure. In the 1200-bed hospital of the Civil Hospital, there were 16 patients whose family had come to admit them but did not come to receive the bodies at the time of their death. In most cases, people have refrained from coming to receive the bodies for fear that other families would also get corona. If the funeral is to be done by the hospital itself, the families are called for the last rites, but no one has come for the last rites of the deceased. In the first wave of the Corona, 11 and in the second waves, the families of the deceased have not been able to receive the last rites as per the customs of the civil society.",Families of 16 Covid victims survive but no one came to claim bodies
"(PTI) Dantewada, Dt. 30 Sixteen Naxals have surrendered before police and CRPF officials in Chhattisgarh's Dantewada district, officials said in a statement. Two of the 16 Naxals carried cash rewards. Dantewada Superintendent of Police Abhishek Pallava said in a statement that Naxals active in Dantewada Jallan Bachheli and Kirandhul areas surrendered at Kiradhul. After the surrender, the Naxals said they were impressed by the government's' Lon Varratu 'campaign and did not like the ideology of the Maoists anymore. Notably, the' Lon Varratu 'campaign was launched in June last year. 288 Naxals have renounced violence so far under this campaign with 16 more surrendering today. The Dantewada SP further said that the surrendered Naxals also participated in a Tiranga rally. On the occasion of Mahatma Gandhi's Punya Tithi, a 16 lakh cash reward was also announced for the surrender of two Naxals.",16 Naxals surrender in Chhattisgarh's Dantewada
"Vadodara: A middle-aged woman from Akota has filed a rape complaint at JP Road police station after she was allegedly raped by Sameer Waheed Khan Rathod, a resident of Akota.","Akota middle-aged man threatens, rapes woman"
